citing	cited	type	confidence	evidence
0906.4841	nucl-th/0001063	background	medium	the context states that nonequilibrium Green's functions and KB equations have been primarily used for derivations, citing this paper among others
0906.4841	nucl-th/0501009	background	medium	the context mentions TDHF has been used to study low-energy reactions, citing this paper as an example
0906.4841	nucl-th/0001048	background	medium	the context states that nonequilibrium Green's functions and KB equations have been primarily used for derivations, citing this paper among others
0906.4841	nucl-th/0006051	background	medium	the context states that nonequilibrium Green's functions and KB equations have been primarily used for derivations, citing this paper among others
0906.4841	nucl-th/0008036	background	medium	the context states that nonequilibrium Green's functions and KB equations have been primarily used for derivations, citing this paper among others
0906.4841	nucl-th/0006049	background	medium	the context states that nonequilibrium Green's functions and KB equations have been primarily used for derivations, citing this paper among others
0906.4841	hep-ph/0006189	background	medium	the context states that nonequilibrium Green's functions and KB equations have been primarily used for derivations, citing this paper among others
0906.4841	nucl-th/0011004	background	medium	the context states that nonequilibrium Green's functions and KB equations have been primarily used for derivations, citing this paper among others
0906.4841	nucl-th/0402034	uses	high	the context says the description of the reaction can be made consistent with the description of the structure of the reacting nuclei, citing this paper
0906.4841	nucl-th/0006050	background	medium	the context states that nonequilibrium Green's functions and KB equations have been primarily used for derivations, citing this paper among others
0906.4841	nucl-th/0005075	background	medium	the context states that nonequilibrium Green's functions and KB equations have been primarily used for derivations, citing this paper among others
0906.4841	0904.2183	uses	high	the context describes an example where suppressing off-diagonal elements and evolving backward leads to difficulty reaching the initial state, citing this paper
0906.4841	nucl-th/0001061	background	medium	the context states that nonequilibrium Green's functions and KB equations have been primarily used for derivations, citing this paper among others
0908.3360	hep-ph/9906551	background	low	The citation context mentions the Kohn variational principle as one of the developments, but no specific relationship is asserted.
0908.3360	hep-ph/9912531	background	low	The citation context mentions the Kohn variational principle as one of the developments, but no specific relationship is asserted.
0908.3360	nucl-th/0512014	uses	medium	The screening and renormalization method is cited as a technique used in previous calculations.
0908.3360	nucl-th/0203031	uses	medium	The screening and renormalization method is cited as a technique used in previous calculations.
0908.3360	nucl-th/0601089	uses	medium	The screening and renormalization method is cited as a technique used in previous calculations.
0908.3360	hep-ph/0107017	background	low	The citation context mentions the Kohn variational principle as one of the developments, but no specific relationship is asserted.
0908.3360	hep-ph/0107003	background	low	The citation context mentions the Kohn variational principle as one of the developments, but no specific relationship is asserted.
0909.1874	0806.2714	background	medium	The citation context mentions the SMF theory and applications to fusion and transfer reactions but does not assert a specific relationship with the cited paper.
0909.1874	0901.0848	background	medium	The citation context lists the paper among references without any specific relationship asserted in the surrounding text.
0910.0194	0809.2676	background	low	The context mentions [TARGET] as a reference for a general statement about transitions in exothermic reactions, without asserting a specific relationship.
0910.2194	0806.2714	background	low	The citation context lists multiple references without a specific assertion about the cited paper's relationship to the citing work
0911.0064	0903.2364	compares	medium	the present calculations slightly overestimated the neutron multiplicities [TARGET]
0911.0064	nucl-th/9912069	background	low	Availability of intense neutron rich ion beams [TARGET] will open new vistas
0911.0187	0909.5693	background	low	The context mentions EFT applications to halo nuclei and loosely bound states, then cites the paper as a general reference without asserting a specific relationship.
0911.5069	0909.3040	background	low	The citation context is a list of references with no surrounding text indicating a specific relationship.
0911.5069	0902.2142	background	low	The citation context is a list of references with no surrounding text indicating a specific relationship.
0912.2753	0905.3119	background	medium	The context lists multiple references including [TARGET] as part of a series of prior works on thermal neutron capture on 3He, without asserting a specific relationship.
0912.2753	0811.1338	background	high	The context mentions [TARGET] as a review paper and as an example of chiral effective field theory used to study interactions, serving as general prior art.
0912.2937	nucl-th/0208023	uses	high	the citing paper includes an initial NNN force at N$^2$LO from Ref ~ [TARGET]
0912.2937	nucl-th/0701038	compares	medium	the citing paper compares SRG to Lee-Suzuki effective interactions
0912.2937	nucl-th/9801034	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/0305035	background	low	the citation appears in a list of references without specific relationship
0912.2937	0710.0289	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/0601001	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/0312063	background	low	the citation appears in a list of references without specific relationship
0912.2937	0708.1602	extends	high	the citing paper builds on the demonstration for the NN interaction in Ref. [TARGET] to achieve quantitative understanding
0912.2937	0905.1873	uses	medium	the citing paper expects similar results from other initial interactions and a survey will be given in Ref. [TARGET]
0912.2937	0812.3938	background	low	the citation appears in a list of references without specific relationship
0912.2937	0708.3754	extends	high	the citing paper builds on the demonstration for the NN interaction in Ref. [TARGET] to achieve quantitative understanding
0912.2937	nucl-th/0103005	background	medium	the citing paper mentions work is proceeding to address challenges, citing [TARGET]
0912.2937	nucl-th/9304025	background	low	the citation appears in a list of references without specific relationship
0912.2937	0809.4199	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/9408016	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/0405048	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/9808053	uses	high	the citing paper uses a method introduced in Ref. [TARGET] for computing antisymmetrizer matrix elements
0912.2937	nucl-th/0008064	background	low	the citation appears in a list of references without specific relationship
0912.2937	0904.0463	background	low	the citation appears in a list of references without specific relationship
0912.2937	0711.4252	compares	high	the citing paper states the same pattern as found for realistic NN potentials [TARGET]
0912.2937	0806.4412	uses	medium	the citing paper uses preliminary work from [TARGET] for momentum distribution in few-body systems
0912.2937	nucl-th/0301058	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/0304018	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/9601025	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/0606017	compares	high	the citing paper compares its result to the rough estimate in Ref. [TARGET]
0912.2937	0803.2911	uses	high	the citing paper refers to Ref. [TARGET] for details on the behavior of off-diagonal elements
0912.2937	0801.1098	uses	high	the citing paper states various possibilities for G_s have been proposed [TARGET]
0912.2937	0811.1338	uses	high	the citing paper uses an N$^3$LO NN interaction with and without an initial NNN interaction [TARGET]
0912.2937	0906.1463	background	low	the citation appears in a list of references without specific relationship
0912.2937	0707.1516	uses	high	the citing paper states Coupled-Cluster calculations [TARGET] have the farthest reach
0912.2937	nucl-th/0206061	background	medium	the citing paper mentions work is proceeding to address challenges, citing [TARGET]
0912.2937	nucl-th/0701077	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/0609003	uses	high	the citing paper states the earliest applications used G_s = [TARGET]
0912.2937	nucl-th/0511025	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/0310082	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/0409021	background	low	the citation appears in a list of references without specific relationship
0912.2937	0806.3478	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/9801064	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/9405018	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/9609046	background	low	the citation appears in a list of references without specific relationship
0912.2937	0812.4444	uses	high	the citing paper uses an N$^3$LO NN interaction with and without an initial NNN interaction [TARGET]
0912.2937	nucl-th/0312021	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/0102004	background	medium	the citing paper mentions work is proceeding to address challenges, citing [TARGET]
0912.2937	0707.4680	compares	medium	the citing paper compares SRG to Lee-Suzuki effective interactions
0912.2937	nucl-th/0203055	background	low	the citation appears in a list of references without specific relationship
0912.2937	nucl-th/0509032	background	low	the citation appears in a list of references without specific relationship
1001.0678	0810.2615	background	medium	The context mentions the cited paper as an example of using the GCM to study reactions, without asserting a specific relationship.
0704.0180	nucl-th/0201065	background	low	The citation context is a list of references with no surrounding explanatory text, so no specific relationship is asserted.
0704.0318	0706.3408	background	low	the context mentions that short distance dynamics are absorbed into parameters by fitting empirical data, but no specific relationship is asserted
0704.0318	nucl-th/9709005	contrasts	medium	the context says Ref. [TARGET] treated the problem relativistically but free Fermi gas model was used, implying a limitation
0704.0318	nucl-th/9605019	uses	high	the context states the pion-nucleon coupling constant g^2/4π=12.6 is taken from [TARGET]
0704.0318	hep-ph/9501386	background	low	the context refers readers to [TARGET] for detailed discussion, no specific relationship asserted
0704.0318	nucl-th/9311003	background	low	the context mentions progress in a more realistic framework [TARGET], but no specific relationship asserted
0704.0318	hep-ph/0008207	background	low	the context mentions progress in a more realistic framework [TARGET], but no specific relationship asserted
0704.0318	hep-ph/9605227	uses	high	the context states the pion-nucleon coupling constant g^2/4π=12.6 is taken from [TARGET]
0704.0318	nucl-th/9511028	background	low	the context refers readers to [TARGET] for detailed discussion, no specific relationship asserted
0704.0318	nucl-th/9511007	background	low	the context refers readers to [TARGET] for detailed discussion, no specific relationship asserted
0704.0318	nucl-th/0001014	background	low	the context mentions progress in a more realistic framework [TARGET], but no specific relationship asserted
0704.0318	nucl-th/0610058	extends	high	the context says present authors revisited the problem in ref. [TARGET] where full dispersion relations were calculated
0704.0318	nucl-th/9709064	uses	high	the context says we invoke the chirally invariant Lagrangian [TARGET] by retaining only the lowest order terms
0704.0318	nucl-th/9708018	uses	high	the context says we invoke the chirally invariant Lagrangian [TARGET] by retaining only the lowest order terms
0704.0318	nucl-th/9508036	background	low	the context mentions a quasi-relativistic approach was taken in [TARGET], but no specific relationship asserted
0704.0318	nucl-th/9601026	uses	high	the context states the pion-nucleon coupling constant g^2/4π=12.6 is taken from [TARGET]
0704.0318	hep-ph/9312289	background	low	the context states that in [TARGET] it was shown that relativistic chiral models provide an economical marriage, no specific relationship asserted
0704.0318	nucl-th/9701058	uses	high	the context says we present results using recently developed chiral effective model [TARGET]
0704.0318	hep-ph/0001291	background	low	the context mentions progress in a more realistic framework [TARGET], but no specific relationship asserted
0704.0318	nucl-th/9311002	background	low	the context states that in [TARGET] it was shown that relativistic chiral models provide an economical marriage, no specific relationship asserted
0704.0318	nucl-th/9606031	uses	high	the context states the pion-nucleon coupling constant g^2/4π=12.6 is taken from [TARGET]
0704.0318	nucl-th/9608035	background	low	the context mentions attempts to construct a model describing both nuclear matter and finite nuclei [TARGET], no specific relationship asserted
0704.0318	0706.1547	background	low	the context mentions that short distance dynamics are absorbed into parameters by fitting empirical data, but no specific relationship asserted
0704.0318	hep-ph/0010101	background	low	the context mentions progress in a more realistic framework [TARGET], but no specific relationship asserted
0704.0318	0709.1955	background	low	the context mentions that short distance dynamics are absorbed into parameters by fitting empirical data, but no specific relationship asserted
0704.0318	nucl-th/9610045	uses	high	the context states the pion-nucleon coupling constant g^2/4π=12.6 is taken from [TARGET]
0704.0318	nucl-th/9611046	background	low	the context mentions attempts to construct a model describing both nuclear matter and finite nuclei [TARGET], no specific relationship asserted
0704.0318	nucl-th/9512031	background	low	the context refers readers to [TARGET] for detailed discussion, no specific relationship asserted
0704.0318	nucl-th/9708040	uses	high	the context says we invoke the chirally invariant Lagrangian [TARGET] by retaining only the lowest order terms
0704.0318	nucl-th/9506006	background	low	the context mentions a quasi-relativistic approach was taken in [TARGET], but no specific relationship asserted
0704.0407	nucl-th/0607039	background	low	The citation context is a list of references with no sentence describing the cited work's relationship to the citing paper
0704.0407	nucl-th/0610057	background	low	The citation context is a list of references with no sentence describing the cited work's relationship to the citing paper
0704.0443	nucl-th/0208023	background	low	The citation context is a list of references with no specific relationship asserted.
0704.0443	nucl-th/0603045	background	low	The citation context is a list of references with no specific relationship asserted.
0704.0443	nucl-th/0202037	uses	medium	The citing paper mentions that state of the art calculations suggest Delta_a > 0, referencing this work as supporting evidence.
0704.0443	nucl-th/0701090	background	low	The citation context is a list of references with no specific relationship asserted.
0704.0443	hep-ph/9603278	background	low	The citation context is a list of references with no specific relationship asserted.
0704.0443	nucl-th/0304037	uses	high	The citing paper states it uses the N2LO wave functions based on the spectral function regularization scheme from this cited work.
0704.0443	nucl-th/0405048	background	low	The citation context is a list of references with no specific relationship asserted.
0704.0443	nucl-th/0505032	background	low	The citation context is a list of references with no specific relationship asserted.
0704.0443	nucl-th/0505039	background	low	The citation context is a list of references with no specific relationship asserted.
0704.0443	nucl-th/9408016	background	low	The citation context is a list of references with no specific relationship asserted.
0704.0443	nucl-th/0402027	background	low	The citation context is a list of references with no specific relationship asserted.
0704.0443	nucl-th/0004033	background	low	The citation context is a list of references with no specific relationship asserted.
0704.0443	nucl-th/0604035	background	low	The citation context is a list of references with no specific relationship asserted.
0704.0443	nucl-th/0011057	uses	medium	The citing paper mentions that state of the art calculations suggest Delta_a > 0, referencing this work as supporting evidence.
0704.0443	nucl-th/0501049	background	low	The citation context is a list of references with no specific relationship asserted.
0704.0471	nucl-th/0601079	background	low	The citation context is a list of references with no specific sentence describing the relationship.
0704.0471	nucl-ex/0606032	background	low	The citation context is a list of references with no specific sentence describing the relationship.
0704.0471	nucl-ex/0505011	background	low	The citation context is a list of references with no specific sentence describing the relationship.
0704.0481	nucl-th/0504043	background	low	The citation context is a list of references with no specific relationship asserted.
0704.0481	cond-mat/0410417	background	low	The citation context is a list of references with no specific relationship asserted.
0704.0807	nucl-th/0606017	background	low	The citation context is a list of references with no surrounding text indicating a specific relationship.
0704.0807	nucl-th/0701038	background	low	The citation context is a list of references with no surrounding text indicating a specific relationship.
0704.0807	nucl-th/0609037	background	low	The citation context is a list of references with no surrounding text indicating a specific relationship.
0704.0807	hep-ph/0505265	background	low	The citation context is a list of references with no surrounding text indicating a specific relationship.
0704.1336	nucl-th/0612016	background	medium	The citation context lists multiple references without asserting a specific relationship to the cited paper.
0704.1336	nucl-th/0701038	uses	high	The citing paper states that the NN potential at N3LO and NNN interaction at N2LO have been applied to calculate properties of nuclei using the NCSM, referencing [TARGET] as the work that applied these potentials.
0704.1342	nucl-th/0703012	background	low	The citation context is a list of references with no specific relationship asserted.
0704.1342	nucl-th/0106025	background	low	The citation context is a list of references with no specific relationship asserted.
0704.1342	nucl-th/0609007	background	low	The citation context is a list of references with no specific relationship asserted.
0704.1342	nucl-th/0107012	background	low	The citation context is a list of references with no specific relationship asserted.
0704.1342	nucl-th/0611051	background	low	The citation context is a list of references with no specific relationship asserted.
0704.1342	nucl-th/0404027	background	low	The citation context is a list of references with no specific relationship asserted.
0704.1342	nucl-th/0610003	background	low	The citation context is a list of references with no specific relationship asserted.
0704.1342	nucl-th/0511054	extends	medium	The citing paper says 'see also Lensky et al. [TARGET]' and then states 'Although these studies are illuminating, we consider it important to examine the behavior of the sub-leading parts...' indicating building on their work.
0704.1984	nucl-th/0609031	background	medium	The context mentions that the phenomenon has been observed before [TARGET] and has led to discussions, but does not assert a specific relationship like extending, applying, or comparing.
0704.1984	nucl-th/0605075	background	low	The citation context is a list of references with no surrounding sentence describing the relationship to the cited paper.
0704.1984	nucl-th/0609040	background	low	The citation context is a list of references with no surrounding sentence describing the relationship to the cited paper.
0704.1992	nucl-th/0611096	background	low	The context is a bare list of references with no specific relationship asserted to the cited paper.
0704.2312	nucl-th/0008064	background	low	The citation appears in a reference list without any surrounding context in the body text.
0704.2312	nucl-th/9802038	background	low	The citation appears in a reference list without any surrounding context in the body text.
0704.2312	0706.0312	background	low	The citation appears in a reference list without any surrounding context in the body text.
0704.2340	nucl-th/0703042	background	low	The context is a list of references with no specific relationship asserted for this cited paper.
0704.2340	nucl-th/0509070	background	low	The context is a list of references with no specific relationship asserted for this cited paper.
0704.2340	nucl-th/0504032	background	low	The context is a list of references with no specific relationship asserted for this cited paper.
0704.2340	nucl-th/0504069	background	low	The context is a list of references with no specific relationship asserted for this cited paper.
0704.2340	nucl-th/0506081	background	low	The context is a list of references with no specific relationship asserted for this cited paper.
0704.3726	cond-mat/0604255	extends	high	citing paper extends the work of Ref. [cite] by using the same NLO EFT calculation as input but computing observables up to N2LO
0704.3726	nucl-th/0207034	uses	medium	pionless EFT has been used to compute NN system observables as a function of R/|a|
0704.3726	hep-ph/0602225	background	medium	some questions regarding the power counting remain
0704.3726	nucl-th/9801034	uses	medium	pionless EFT has been used to compute NN system observables as a function of R/|a|
0704.3726	nucl-th/9802075	uses	medium	pionless EFT has been used to compute NN system observables as a function of R/|a|
0704.3726	nucl-th/0506047	background	medium	some questions regarding the power counting remain
0704.3726	hep-ph/0611231	background	medium	exploiting QCD's approximate chiral symmetry
0704.3726	nucl-th/0104030	uses	high	quark-mass dependence of the chiral NN interaction was calculated to NLO in Refs.
0704.3726	nucl-th/9802057	contrasts	high	unsubtracted equations generate cutoff variation of O(1) in low-energy observables if left unrenormalized
0704.3726	nucl-th/0011024	uses	high	a subtraction has to be performed
0704.3726	nucl-th/0606006	extends	high	work of Refs. shows that in order to do this the only additional information we need is the effective range
0704.3726	nucl-th/9605002	uses	high	essential for correct renormalization
0704.3726	nucl-th/9910064	background	low	bare mention in a list of references
0704.3726	nucl-th/0207089	uses	high	quark-mass dependence of the chiral NN interaction was calculated to NLO in Refs.
0704.3726	nucl-th/0303038	background	medium	QCD could be tuned to lie precisely on the critical trajectory
0704.3726	hep-ph/9902370	background	medium	discussion of this symmetry for the NN system
0704.3726	nucl-th/9710073	uses	high	integral equation describing the scattering is
0704.3726	nucl-th/9906032	uses	high	treatment of the S1/2 nd partial-wave requires the inclusion of a three-body force at leading order
0704.3726	nucl-th/0008064	uses	medium	pionless EFT has been used to compute NN system observables as a function of R/|a|
0704.3726	nucl-th/0506005	background	medium	some questions regarding the power counting remain
0704.3726	nucl-th/9706045	background	medium	well-known leading two-pion exchange
0704.3726	nucl-th/0612051	background	medium	some questions regarding the power counting remain
0704.3726	hep-ph/9807302	uses	medium	pionless EFT has been used to compute NN system observables as a function of R/|a|
0704.3726	nucl-th/0609037	background	medium	some questions regarding the power counting remain
0704.3726	hep-ph/9908247	background	low	bare mention in a list of references
0704.3726	nucl-th/9809025	contrasts	high	unsubtracted equations generate cutoff variation of O(1) in low-energy observables if left unrenormalized
0704.3726	cond-mat/0410417	background	medium	many aspects of the limit cycle are universal and do not depend on the exact parameter values
0704.3726	nucl-th/0605082	uses	high	using a value of g_NN extracted from a phase-shift analysis of low-energy piN data
0704.3726	hep-lat/0602010	uses	high	NN scattering lengths have recently been extracted from NN correlators
0704.3726	nucl-th/9808007	background	low	bare mention in a list of references
0704.3726	nucl-th/0507077	background	medium	some questions regarding the power counting remain
0704.3726	nucl-th/9811046	contrasts	high	unsubtracted equations generate cutoff variation of O(1) in low-energy observables if left unrenormalized
0704.3726	nucl-th/0502039	background	medium	general analysis of the order in R/|a| at which three-body input is first needed
0704.3726	nucl-th/0208021	uses	high	quark-mass dependence of the chiral NN interaction was calculated to NLO in Refs.
0704.3726	nucl-th/0404073	uses	high	N2LO computations of this observable at the physical gamma_t and r_t
0704.3726	nucl-th/0105072	uses	high	corrections to three-nucleon scattering observables linear in R/|a| were considered in Refs.
0704.3726	nucl-th/0312021	uses	high	further details on this subtraction method we refer to Refs.
0704.3726	nucl-th/0203055	uses	medium	pionless EFT has been used to compute NN system observables as a function of R/|a|
0704.3726	nucl-th/0509032	background	medium	considerable progress has been made in understanding the structure of the nuclear force in this framework
0704.3757	nucl-th/0008064	background	low	The citation context is a list of references with no specific assertion about the cited work.
0704.3757	nucl-th/0111042	background	low	The citation context is a list of references with no specific assertion about the cited work.
0704.3757	nucl-th/0609037	background	low	The citation context is a list of references with no specific assertion about the cited work.
0705.0300	nucl-th/9603027	applies	high	the very first application was addressed to a problem of solar neutrino [TARGET]
0705.1044	nucl-th/0512030	background	low	The citation context is a list of references with no specific relationship asserted.
0705.1291	nucl-th/9711062	background	medium	The citation context mentions experimental observations that seem to agree with the citing paper's result, but does not assert a specific methodological or conceptual relationship with the cited work.
0705.1603	nucl-th/0309032	background	medium	The citation context mentions the cited paper in a list of topics related to transport in neutron-rich matter, but no specific relationship is asserted.
0705.1603	nucl-th/0308030	uses	medium	The citing paper states 'This is compatible with the discussion in Ref. [TARGET]', indicating the cited work is used as a reference for compatibility.
0705.1603	nucl-th/0406027	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/0511040	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	hep-ph/9602244	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/0102062	uses	high	The citing paper explicitly states that expressions for b_0 and b_1 are expressed 'as [TARGET]', showing the cited work is used as a source for formulas.
0705.1603	nucl-th/0611066	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/0007050	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	hep-lat/0509029	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/9502003	uses	high	The citing paper states 'in agreement with the findings about the in-medium Gell-Mann--Oakes--Renner relation of Refs. [TARGET]', indicating the cited work is used as a supporting reference.
0705.1603	nucl-th/0612066	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/0211055	background	medium	The citing paper mentions 'deformation effects discussed in Refs. [TARGET]' as relevant for future studies, but no specific relationship is asserted.
0705.1603	hep-ph/9506204	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	astro-ph/9703049	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/0512035	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/0207090	uses	high	The citing paper explicitly states that expressions for b_0 and b_1 are expressed 'as [TARGET]', showing the cited work is used as a source for formulas.
0705.1603	nucl-th/0109026	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/0607065	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/9707014	background	medium	The citing paper mentions the cited work in a general statement about fundamental questions in nuclear physics, with no specific relationship asserted.
0705.1603	hep-ph/9502314	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/0102035	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/0112034	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/0011033	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/9405009	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/9907101	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/0506003	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/0109008	background	medium	The citing paper mentions 'deformation effects discussed in Refs. [TARGET]' as relevant for future studies, but no specific relationship is asserted.
0705.1603	0704.2340	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/0412060	background	medium	The citing paper mentions the cited work in a general statement about fundamental questions in nuclear physics, with no specific relationship asserted.
0705.1603	nucl-th/0502064	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0705.1603	nucl-th/0410066	background	medium	The citing paper mentions the cited work in a general statement about fundamental questions in nuclear physics, with no specific relationship asserted.
0705.1603	astro-ph/0511534	background	medium	The citing paper mentions the cited work as relevant to the evolution of the universe, but no specific relationship is asserted.
0705.1738	hep-ph/0703238	background	low	The citation context is a list of references with no specific relationship asserted.
0705.1738	nucl-th/0509002	background	low	The citation context is a list of references with no specific relationship asserted.
0705.1738	nucl-th/0509001	background	low	The citation context is a list of references with no specific relationship asserted.
0705.2657	nucl-th/0208023	background	low	The context is a bare reference to a paper and its references, with no specific relationship asserted.
0705.2657	nucl-th/0003065	contrasts	medium	The text says 'it was a recent EFT-based calculation by Park et al. that provided definitive support to the SNPA results' while [TARGET] is the earlier SNPA work, implying the citing paper contrasts the earlier calculation with the newer EFT one.
0705.2657	nucl-th/0502048	compares	high	The citing paper compares its results with SNPA II results taken from [TARGET] in a table.
0705.2657	nucl-th/0308055	background	low	The context is a list of references with no specific relationship asserted.
0705.2657	nucl-th/0203055	background	low	The context is a general review reference with no specific relationship asserted.
0705.2657	nucl-th/9910064	background	low	The context is a bare reference to a paper, with no specific relationship asserted.
0705.2657	nucl-th/0405048	background	low	The context is a bare mention of the paper title, with no specific relationship asserted.
0705.2657	nucl-th/0008064	background	low	The context is a general review reference with no specific relationship asserted.
0705.2657	nucl-th/0407078	background	low	The context mentions the paper in a list of references, with no specific relationship asserted.
0705.2657	nucl-th/0506005	background	low	The context is a reference for a discussion, with no specific relationship asserted.
0705.2657	nucl-th/9905002	background	low	The context is a bare reference in a list, with no specific relationship asserted.
0705.2657	nucl-th/0506001	background	low	The context is a bare reference in a list, with no specific relationship asserted.
0705.2657	nucl-th/0610003	background	low	The context is a bare reference, with no specific relationship asserted.
0705.2657	nucl-th/0609037	background	low	The context is a reference for a discussion, with no specific relationship asserted.
0705.2657	nucl-th/0101017	background	low	The context is a bare reference in a list, with no specific relationship asserted.
0705.2657	nucl-th/0701013	background	low	The context is a bare reference, with no specific relationship asserted.
0705.2657	nucl-th/0208055	background	low	The context is a bare reference in a list, with no specific relationship asserted.
0705.2657	hep-ex/0002018	background	low	The context is a bare reference, with no specific relationship asserted.
0705.2657	nucl-th/0509032	background	low	The context is a bare reference, with no specific relationship asserted.
0705.2708	astro-ph/0606093	background	low	The citation context is a list of references with no surrounding sentence describing the relationship.
0705.2708	astro-ph/0612092	background	low	The citation context is a list of references with no surrounding sentence describing the relationship.
0705.2708	astro-ph/0407155	background	low	The citation context is a list of references with no surrounding sentence describing the relationship.
0705.2708	nucl-th/0405076	background	low	The citation context is a list of references with no surrounding sentence describing the relationship.
0705.2708	astro-ph/0602047	background	low	The citation context is a list of references with no surrounding sentence describing the relationship.
0705.2708	astro-ph/0606524	background	low	The citation context is a list of references with no surrounding sentence describing the relationship.
0705.2885	nucl-th/0703012	background	low	The citation context lists multiple references without asserting a specific relationship to the cited paper.
0705.2999	nucl-th/0703042	background	low	The citation context is a list of references with no specific relationship asserted.
0705.2999	0704.2340	uses	medium	The citing paper mentions using several probes predicted recently by [TARGET] to pin down the high density behavior.
0705.2999	nucl-th/0702080	background	low	No citation context was extracted from the tex.
0705.3027	nucl-th/9501004	background	high	The citation context mentions the problem of missing repulsion in pionic atoms has attracted attention in the past [TARGET] and recently [cite].
0705.3027	0705.3965	background	high	The context states 'In Refs. [cite], [cite], [TARGET] it has been claimed, that a possible way of understanding the repulsion in pionic atoms comes from the energy dependence of the pion self energy'.
0705.3027	nucl-th/0011008	uses	high	The context says 'The $3 NN$-interaction is obtained from an expansion of the part with $D,\,F$ of the LO chiral $ N$ Lagrangian up to three pion fields [TARGET]'.
0705.3027	nucl-th/0102062	background	high	The context says 'The corresponding $s$-wave pion selfenergy diagrams appear at higher orders in density that are difficult to access through a systematic expansion of the selfenergy (see, e.g., Ref. [TARGET])'.
0705.3027	nucl-th/0503014	uses	high	The context says 'we can utilize the in-medium Lagrangian derived in Ref. [cite] (see also [TARGET]) by taking the mean-field approximation for the nucleon field'.
0705.3027	nucl-th/9906016	contrasts	high	The context says 'This is unlike the case found in the $K^-$-nucleus interaction [TARGET] where the presence of a resonance close below threshold renders this procedure rather important'.
0705.3027	nucl-th/9712047	background	high	The context says 'Such cancellations were first shown by [TARGET] in the problem of $$ scattering in the nuclear medium'.
0705.3027	nucl-th/9502003	uses	high	The context says 'we can utilize the in-medium Lagrangian derived in Ref. [TARGET] (see also [cite]) by taking the mean-field approximation for the nucleon field'.
0705.3027	hep-ph/0101204	background	high	The context says 'it is therefore interesting to study asymmetric matter, in particular with respect to a possible renormalization of the isovector $b_1$ [TARGET]'.
0705.3027	hep-ph/9501357	background	high	The context is a bare list of references with no specific relationship asserted.
0705.3027	nucl-ex/0211023	compares	high	The context says 'The gray band from Suzuki et al. [TARGET] is from a phenomenological fit, as well as the point from Nieves et al. [cite]'.
0705.3027	hep-ph/0011146	uses	high	The context says 'consistently with the approach of Refs. [TARGET] which uses the on-shell values for the vertices in the scattering equations'.
0705.3027	nucl-th/0311089	uses	high	The context says 'the model parameters are fixed from data, namely the scattering lengths ... and low energy $ N$ data from [TARGET]'.
