citing	cited	new_type	confidence	rationale
1703.04534	1603.08881	compares	high	The citing paper compares spectral functions from its scheme with those from the cited paper, finding identical intermediate terms, which is a neutral comparison.
1703.10955	1311.6720	contrasts	high	The citing paper explicitly states that [TARGET] authors failed to find correct evolution equations, implying their results were incomplete or wrong.
1703.06181	nucl-th/0506026	uses	high	The citing paper references the cited paper's observation about the sign of the Delta contribution, not a dispute.
1703.06181	1407.2711	contrasts	high	The citing paper explicitly states that unlike the cited paper's loop calculation, its dispersive approach is well-behaved, indicating a methodological disagreement.
1703.09256	1011.1988	uses	high	The citing paper mentions the cited paper's approximation but uses it as a point of departure, not as a dispute of its claims.
1703.10694	hep-ph/0009237	uses	high	The citing paper references the bottom-up scenario as a prediction, not as a claim being disputed or corrected.
1704.00204	1102.3686	contrasts	high	The citing paper explicitly states its off-shell correction results differ from those in the cited paper.
1704.00259	1409.0497	background	low	Context only notes that most lattice studies focus on ground states, no dispute with cited paper's claims.
1703.09178	1011.5634	compares	medium	The context notes slightly different values for bulk viscosity from the cited paper, but does not assert the cited paper is wrong or in tension.
1703.09178	0806.4745	compares	medium	The context notes slightly different values for bulk viscosity from the cited paper, but does not assert the cited paper is wrong or in tension.
1703.01438	1204.4945	uses	high	The citing paper cites [TARGET] as an example of lattice QCD results showing charmonium survival, not as a dispute.
1703.01438	hep-lat/0308034	uses	high	The citing paper cites [TARGET] as evidence for charmonium survival above 1.5 Tc, not as a disagreement.
1703.01438	hep-lat/0312037	uses	high	The citing paper cites [TARGET] as an example of lattice results, with no dispute mentioned.
1703.01438	1610.07787	uses	high	The citing paper cites [TARGET] as an example of lattice QCD results, not as a contrast or dispute.
1704.02276	1605.02047	contrasts	low	recheck response unparseable, original label kept
1703.03819	1212.4891	contrasts	high	The citing paper states that valence quark models fail to describe low Q^2 data, directly contradicting the cited paper's claims.
1703.03819	1607.04536	uses	medium	The citing paper mentions the cited paper's interpretation of the Roper as dynamically generated, but does not dispute it; it uses it as a contrasting viewpoint.
1703.03819	1201.5759	contrasts	high	The citing paper asserts that valence quark models fail at low Q^2, which contradicts the cited paper's valence quark model results.
1703.09043	1603.09230	uses	high	The citing paper references [TARGET] as an example of a proposed interpretation, not as a dispute.
1703.09043	1309.4743	contrasts	high	The citing paper states that [TARGET] showed the LO potential cannot describe LQCD scattering lengths, directly contradicting the cited paper's approach.
1704.01150	1204.6251	contrasts	high	The citing paper states its chiral prediction for the slope is smaller than the dispersive analysis result, indicating a quantitative tension.
1703.08008	hep-ph/9912274	compares	high	The citing paper contrasts its conserved charge treatment with the cited paper's non-conserved uniform field approach, but does not assert the cited paper is wrong.
1703.08008	nucl-th/0410078	compares	high	The citing paper contrasts its conserved charge treatment with the cited paper's non-conserved uniform field approach, but does not assert the cited paper is wrong.
1703.08008	1506.00645	compares	high	The citing paper contrasts its conserved charge treatment with the cited paper's non-conserved uniform field approach, but does not assert the cited paper is wrong.
1703.02681	1510.00180	contrasts	high	The citing paper states the cited paper's model leads to radii incompatible with constraints, implying a conflict with the cited paper's results.
1703.02681	1701.04400	uses	medium	The citing paper mentions the cited paper as an example of a microscopic approach that avoids the multi-polytrope problem, not as a dispute.
1703.02681	1612.06167	contrasts	high	The citing paper explicitly says the cited paper's model leads to very large radii incompatible with constraints, a direct disagreement.
1703.02681	1411.2856	uses	medium	The cited paper is listed as an example of a promising microscopic approach, not as a target of dispute.
1704.01532	1603.09057	background	low	Context is too thin to establish a dispute; only mentions sensitivity to detector features.
1704.00554	1603.00992	uses	medium	The citing paper mentions [TARGET] as an example of calculations showing axial symmetry restoration, not as a dispute.
1704.00554	1410.1264	uses	medium	The citing paper cites [TARGET] as support for the claim that axial symmetry can be restored, not as a contrast.
1704.02002	1610.03569	contrasts	low	recheck response unparseable, original label kept
1704.03648	1503.03313	background	low	The context is too thin to establish a dispute; it only mentions a missing factor in an equation.
1703.05808	1610.10055	uses	high	The citing paper notes previous applications relied on conformal factorization, citing [TARGET] as an example, not disputing it.
1703.05808	1204.1473	uses	high	Same context as item 1, [TARGET] is cited as an example of prior work, not disputed.
1703.05808	1204.2624	uses	high	The citation points to prior use of isotropic freezeout, not a dispute with [TARGET].
1703.05808	1611.05056	uses	high	Cited as an example of previous phenomenological applications, no dispute stated.
1702.04932	1305.3861	uses	high	Citing paper cites [TARGET] as evidence that theoretical calculations were too low compared to MiniBooNE data, not as a dispute with [TARGET] itself.
1702.04932	1107.5947	uses	high	Same context as item 1, [TARGET] is cited as support for the claim about theoretical calculations being too low.
1702.04932	1602.05562	contrasts	high	Citing paper states that [TARGET] concluded the two datasets were incompatible, aligning with the citing paper's own conclusion, but the context explicitly notes a disagreement between datasets, not with [TARGET] itself. However, the citing paper uses [TARGET]'s conclusion as support, so this is 'uses'.
1702.04932	1304.2409	uses	high	Same context as item 1, [TARGET] is cited as evidence for theoretical calculations being too low.
1702.04932	1410.7788	uses	high	Citing paper cites [TARGET] as evidence of the seeming incompatibility of MiniBooNE and MINERvA data, not as a dispute with [TARGET].
1702.04932	0910.2622	contrasts	high	Citing paper explicitly states that final state interactions cannot be handled within an optical model description such as that used in [TARGET], indicating a methodological disagreement.
1702.04932	nucl-th/0601103	uses	high	Same context as item 1, [TARGET] is cited as evidence for theoretical calculations being too low.
1704.02904	1703.09628	contrasts	low	recheck response unparseable, original label kept
1703.09181	1604.01861	uses	medium	The citing paper references [TARGET] as a source of possible causes for the failure of RL truncation, not as a dispute.
1703.09181	1602.06761	uses	medium	The citing paper references [TARGET] as a source of possible causes for the failure of RL truncation, not as a dispute.
1703.09181	1407.3598	uses	medium	The citing paper references [TARGET] as evidence of the vanishingly small D to D_s mass difference, not as a dispute.
1704.03553	1601.02260	contrasts	medium	The citing paper notes the target lacks explicit discussion of cutoff dependence and nonlinear interactions, implying a gap or tension with the target's approach.
1704.04643	1502.01978	uses	high	The citing paper references the cited paper's finding as a motivation, not as a dispute.
1704.04983	1608.02982	background	low	Context is too thin to establish a dispute with the cited paper.
1704.05457	1407.3272	contrasts	high	The citing paper explicitly notes an overall sign difference in its result compared to the cited paper, calling it a different convention but implying a direct discrepancy in the result.
1704.01114	0801.4016	uses	medium	The citing paper mentions prior discussion of volume dependence but does not assert the cited paper's claims are wrong.
1704.01114	hep-ph/0108015	uses	medium	The citing paper references prior discussion of volume dependence without disputing the cited paper's conclusions.
1704.01114	hep-lat/0112014	uses	medium	The citing paper cites prior discussion of volume dependence but does not claim the cited paper's results are incorrect.
1704.04438	1612.08420	uses	high	The citing paper mentions the cited paper as a possibility for the X(3872) virtual state nature, not as a dispute.
1704.06117	1706.02244	uses	high	The citing paper references [TARGET] as an example of new theoretical approaches needed, not as a dispute.
1704.05558	1502.01675	contrasts	high	The citing paper explicitly states its bulk viscosity result is not compatible with the profile used in the cited paper, which required larger values.
1704.03662	1112.6021	uses	high	The citing paper mentions these studies as alternative explanations, not as disputed claims.
1704.03662	hep-ph/0405068	uses	high	The citing paper mentions these studies as alternative explanations, not as disputed claims.
1704.02076	1609.04068	uses	high	The citing paper notes a difference in the value of a parameter used in [TARGET] compared to another reference, but does not dispute [TARGET]'s claims.
1704.02076	1406.1841	contrasts	medium	The citing paper explicitly points out that [TARGET]'s treatment of polarization vectors differs, implying a methodological disagreement.
1704.02076	1309.4743	uses	high	The citing paper mentions [TARGET] as one of the references using a specific parameter value, without disputing its results.
1704.02076	1104.3815	uses	high	The citing paper groups [TARGET] with other references that set a parameter to -1, no dispute is stated.
1704.05774	1102.5558	contrasts	high	The citing paper identifies a different mechanism for scaling violation, implying the cited paper's mechanism is not the only one, but does not directly dispute the cited paper's claims.
1704.06161	1308.2112	uses	high	The citing paper uses [TARGET]'s calculations as support for a conventional hadron interpretation, not as a dispute.
1704.05969	1402.6907	contrasts	high	The citing paper states its observed negative dip in P6 cannot be reproduced by the cited paper's HTL perturbation theory, implying a direct disagreement with the cited paper's results.
1704.03123	1102.1477	contrasts	high	The citing paper explicitly states its calculation finds no local energy minima, directly contradicting the cited paper's reported stabilized LC states.
1704.03123	1106.3185	contrasts	high	The citing paper directly contrasts its finding of no local energy minima with the cited paper's reported stabilized LC states.
1704.03123	1106.3443	contrasts	high	The citing paper explicitly contrasts its result with the cited paper's claim of stabilized LC states, asserting a direct disagreement.
1703.07210	1705.09239	uses	medium	The citing paper mentions the target and another paper but states their conclusions are not affected, so no dispute.
1703.07210	1706.06550	uses	medium	The citing paper mentions the target and another paper but states their conclusions are not affected, so no dispute.
1703.07210	0912.4243	contrasts	high	The citing paper explicitly says data from the target are unreliable and conflict with ERE behaviors.
1703.07210	1112.5926	contrasts	high	The citing paper states the HAL QCD method shows no bound states, directly opposing the target's claim of bound states.
1703.07210	1508.00886	contrasts	high	The citing paper warns that fake plateaux apply to the target's data, implying the target's results are unreliable.
1703.07210	1206.5219	contrasts	high	The citing paper says fake plateaux danger applies to the target's data, implying the target's bound-state claims are questionable.
1703.07210	1301.5790	contrasts	high	The citing paper says fake plateaux danger applies to the target's data, implying the target's bound-state claims are questionable.
1703.07210	1109.2889	contrasts	high	The citing paper says fake plateaux danger applies to the target's data, implying the target's bound-state claims are questionable.
1704.06248	1410.8447	background	low	The context only mentions skipping analysis due to large uncertainties, not a dispute.
1704.06505	1103.4239	uses	high	The citing paper references the cited paper as an early attempt that did not show strong effects, not as a disputed claim.
1704.02777	1509.04103	uses	medium	The citing paper notes that other models may have larger initial decorrelation, using [TARGET] as a point of comparison, not a dispute.
1704.02777	1506.02817	uses	medium	Same context, [TARGET] is cited as an example of other models, not as a disputed claim.
1704.02777	1105.0340	uses	medium	Same context, [TARGET] is cited as an example of other models, not as a disputed claim.
1704.02777	1208.1195	uses	medium	Same context, [TARGET] is cited as an example of other models, not as a disputed claim.
1704.05118	1402.2956	uses	high	The citing paper mentions [TARGET] as an example of theoretical calculations under-predicting data, not as a dispute with [TARGET]'s own claims.
1704.06295	1805.04695	background	low	The context mentions the cited paper as a possible alternative, but does not assert a dispute or correction.
1704.06839	0906.5044	compares	medium	The citing paper notes a difference in treatment of vorticity and magnetic field coupling, but does not assert the cited paper's claims are wrong.
1704.06071	1211.2103	uses	high	The citing paper cites [TARGET] as evidence that some bubble candidates were ruled out, not as a dispute.
1704.06071	1205.2262	uses	high	The citing paper cites [TARGET] as part of a list of theoretical predictions, not as a contrast.
1704.04433	1603.00750	contrasts	high	The citing paper explicitly contrasts its CFL thermal pressure with the cited paper's gapless quark thermal pressure, implying a difference in physical claims.
1704.04433	0707.0632	uses	medium	The citing paper references the cited paper as an example of prior work, but does not dispute its claims; it notes the need to update computations.
1704.04433	1506.00984	contrasts	high	The citing paper contrasts its CFL thermal pressure with the cited paper's gapless quark thermal pressure, indicating a conceptual difference.
1704.07858	1611.09845	uses	high	The citing paper cites [TARGET] as an example of an alternative effective description, not as a dispute.
1704.07858	1612.09556	uses	high	The citing paper cites [TARGET] as an example of an alternative effective description, not as a dispute.
1704.08699	0906.4423	contrasts	high	The citing paper states its finding contradicts the cited paper's result about regular bulk geometry excluding singular behavior.
1704.08524	1304.7382	contrasts	high	The citing paper argues that the cited paper's LO amplitude zero is at too high a momentum, requiring higher orders to overcome LO, which is a conceptual tension.
1704.07919	1509.09101	contrasts	high	The citing paper explicitly states that unlike previous works, the Coriolis interaction enables the transition, contradicting the cited paper's claim.
1705.00169	hep-ph/0511094	background	low	Context mentions a low energy point off the parametric line from [TARGET], but does not explicitly assert [TARGET]'s claims are wrong or corrected.
1705.00718	1205.0545	background	low	The context mentions a difference in critical mass values between models, but does not clearly indicate a dispute with the cited paper's own claims.
1704.06968	1610.04945	uses	high	The citing paper mentions [TARGET] as an example of patching holographic wave functions with spin structures, not as a dispute.
1704.06968	0904.3067	uses	high	The citing paper cites [TARGET] as an example of criticisms, but does not assert that [TARGET]'s claims are wrong; it uses it as a reference for criticism.
1705.01110	1612.00702	contrasts	high	The citing paper explicitly states its finding of negative skewness is in contrast to the cited paper's reported zero skewness.
1704.08903	1412.1822	compares	high	The context notes a difference between results but does not assert that Megias et al. are wrong; it states the difference has disappeared.
1704.08571	1307.5752	contrasts	high	The citing paper explicitly states its deduced mass of 1405 MeV/c^2 is in contrast to the double-pole structure discussed by the cited chiral dynamics analyses.
1704.08571	1510.03654	contrasts	high	The citing paper explicitly contrasts its single-pole mass result with the double-pole structure from the cited chiral dynamics analysis.
1704.08571	1301.5741	contrasts	high	The citing paper explicitly contrasts its deduced mass with the double-pole structure discussed by the cited paper.
1704.04765	0809.3450	uses	high	The citing paper mentions [TARGET] as the source of the traditional equilibrium critical fluctuations that over-predict data, not as a dispute.
1704.04765	1512.09125	uses	high	Same context as item 1, [TARGET] is cited as the origin of the equilibrium fluctuations being compared, not disputed.
1704.04765	1512.06164	uses	high	The citing paper references [TARGET] for the finding that equilibrium fluctuations over-predict, using it as a prior result, not disputing it.
1704.04765	hep-ph/0401052	compares	high	The citing paper notes a difference in dynamical universality class from [TARGET], but this is a neutral comparison, not a dispute of [TARGET]'s claims.
1704.05036	1608.06882	uses	high	The citing paper uses the cited paper's N_f=2 lattice results as evidence to support its own argument about strange quark corrections.
1704.05036	1209.2061	compares	high	The citing paper contrasts the cited paper's O(4) x U(1)_A pattern with other proposals, but does not dispute the cited paper's own claims.
1704.05036	1612.01908	uses	high	The citing paper uses the cited paper's lattice analyses to explain a discrepancy, not to dispute its findings.
1704.03156	1304.2969	background	low	Context is too thin to establish a dispute with the cited paper.
1704.03156	1310.6913	background	low	Context is too thin to establish a dispute with the cited paper.
1704.03156	1301.5807	background	low	Context is too thin to establish a dispute with the cited paper.
1704.03156	1312.5840	background	low	Context is too thin to establish a dispute with the cited paper.
1704.03156	1503.02936	contrasts	medium	Citing paper notes recent measurements give smaller values than their predictions, implying a tension with the cited paper's results.
1704.03156	1308.3757	background	low	Context is too thin to establish a dispute with the cited paper.
1704.03156	1310.5689	background	low	Context is too thin to establish a dispute with the cited paper.
1704.03156	1311.6701	background	low	Context is too thin to establish a dispute with the cited paper.
1704.04909	1512.09125	contrasts	high	Citing paper explicitly states that the cited paper's assumption of cumulants and factorial cumulants being identical is not applicable to realistic data, thus disputing the cited paper's claim.
1704.04909	1602.01234	compares	medium	Citing paper notes its method simplifies analytic manipulation compared to the cited paper's method, but does not assert the cited paper is wrong.
1704.04909	1312.4574	compares	medium	Citing paper states its efficiency correction reduces numerical costs compared to the cited paper's method, but no dispute of correctness.
1704.04909	1410.3914	compares	medium	Citing paper compares its efficiency correction method to the cited paper's, but no assertion of error or contradiction.
1704.08776	1410.8645	uses	high	The citing paper references the cited paper's method but notes its limitation for bound states only, not a dispute.
1704.08776	1409.8506	uses	high	Same context as above, the cited paper is used as a prior study with a noted limitation, not a dispute.
1705.02872	1409.0701	uses	high	The citing paper references [TARGET] as evidence for the ultraviolet cutoff sensitivity of classical statistical field theory, not as a dispute.
1705.02621	1705.02096	uses	high	The citing paper uses [TARGET] as an example of models that yield larger radii, not as a dispute.
1705.03207	1401.2406	contrasts	high	The citing paper explicitly states its findings differ from [TARGET]'s reported behavior, including a monotonic peak shift versus a minimum and a finite zero-frequency peak versus one that goes to zero.
1705.03735	1405.3605	contrasts	high	The citing paper states that previous calculations without geometric fluctuations underestimated flow coefficients, directly contradicting the cited paper's approach.
1705.03273	1403.0174	contrasts	medium	The citing paper notes that the cited paper's reported 'come-back' solution is problematic and not mathematically well-defined, implying a tension with the cited paper's approach.
1705.00050	1503.03313	uses	high	The citing paper mentions [TARGET] as an example of a dynamical medium effect, not as a dispute.
1705.00050	1609.05842	uses	high	The citing paper cites [TARGET] as a proposal for a physical effect, not as a disagreement.
1705.00050	1312.5003	contrasts	high	The citing paper explicitly states that all previous efforts used a single formalism, contrasting with their new multi-stage approach, implying a limitation in [TARGET].
1705.05657	1305.5806	uses	high	The citing paper mentions [TARGET] as an example of using resistive MHD, not as a dispute.
1705.01530	1212.1105	contrasts	low	recheck response unparseable, original label kept
1705.01530	1605.01620	contrasts	low	recheck response unparseable, original label kept
1705.01530	1610.03569	contrasts	low	recheck response unparseable, original label kept
1705.08538	nucl-th/0510022	background	low	The context mentions a specific result from the cited paper but does not clearly assert that the cited paper's claims are wrong or in tension; it appears to be a side remark.
1705.06093	nucl-th/0410092	uses	medium	The citing paper mentions [TARGET] as recognizing non-uniqueness of the repulsive-core solution, not as a dispute.
1705.03365	1110.1203	uses	high	The citing paper notes that previous works modeled the noise based on intuition, but this is a methodological difference, not a dispute of the cited paper's claims.
1705.03365	1312.3246	uses	high	Same context as above; the citing paper references the cited paper as prior work, not as a target of disagreement.
1704.07835	1004.4433	uses	high	The citing paper uses [TARGET] as evidence that the kinematic method is affected by nuclear effects, not disputing it.
1704.07835	1211.1523	uses	high	The citing paper uses [TARGET] as evidence that the kinematic method is affected by nuclear effects, not disputing it.
1704.07835	1602.01390	uses	high	The citing paper uses [TARGET] as evidence that the kinematic method is affected by nuclear effects, not disputing it.
1704.07835	1204.5404	uses	high	The citing paper uses [TARGET] as evidence that the kinematic method is affected by nuclear effects, not disputing it.
1704.07835	1208.3678	uses	high	The citing paper uses [TARGET] as evidence that the kinematic method is affected by nuclear effects, not disputing it.
1704.07835	1311.7288	uses	high	The citing paper uses [TARGET] as evidence that the kinematic method is affected by nuclear effects, not disputing it.
1704.07835	1203.3335	uses	high	The citing paper uses [TARGET] as evidence that the kinematic method is affected by nuclear effects, not disputing it.
1704.07835	1202.4745	uses	high	The citing paper uses [TARGET] as evidence that the kinematic method is affected by nuclear effects, not disputing it.
1704.08988	hep-ph/0001308	compares	high	The citing paper notes a difference in methodology from previous studies, not a dispute of their claims.
1704.08988	hep-ph/9704415	compares	high	Same as above, the difference is methodological, not a contradiction of results.
1704.08988	hep-ph/9803266	compares	high	Same methodological difference, no dispute of the cited paper's findings.
1704.08988	hep-ph/0002162	compares	high	Same methodological difference, no dispute of the cited paper's findings.
1704.08988	0811.1338	compares	high	The contrast is between two power-counting schemes, not a dispute of the cited paper's claims.
1704.08988	0909.4390	compares	high	Same methodological difference, no dispute of the cited paper's findings.
1704.08988	1003.3426	compares	high	Same methodological difference, no dispute of the cited paper's findings.
1705.03177	1502.01331	contrasts	high	The citing paper states that the cited paper's momentum correlations are uncorrelated with global geometry, which contrasts with the citing paper's assumption of geometry-driven flow.
1705.03177	1405.1355	compares	medium	The citing paper notes that anisotropic hydrodynamics avoids negative pressures, a neutral comparison of approaches.
1705.03177	1509.02913	compares	medium	The citing paper notes that anisotropic hydrodynamics avoids negative pressures, a neutral comparison of approaches.
1705.01556	1605.04287	contrasts	high	The citing paper states that [TARGET] finds a different early-time transverse pressure behavior than the strong-coupling result, implying a quantitative tension.
1705.01556	1703.09681	uses	medium	The citation is used to note an extension to non-conformal theories, but no dispute is asserted; it is a neutral reference to a related work.
1705.05849	1505.01803	compares	high	The citing paper notes a difference in results (zero vs nonzero) but does not assert the cited paper's claims are wrong; it describes a contrast in findings.
1705.07927	1612.01502	contrasts	high	The citing paper explicitly disagrees with the cited paper's conclusions about the resonance position and the T=3/2 strength parameter.
1705.00074	hep-ph/0207094	uses	high	Citing paper uses [TARGET] as evidence of mean-field ambiguity, not disputing it.
1705.00074	0709.4635	compares	high	Citing paper contrasts its findings with QCD reviews, but does not dispute [TARGET]'s claims.
1705.06653	hep-ph/9408266	compares	medium	The context contrasts two approaches, but does not dispute the cited paper's claims.
1705.06653	nucl-th/0205075	contrasts	high	The citing paper states the cited paper's potential was too weak and had to be scaled without theoretical basis.
1705.06653	nucl-th/9905003	compares	medium	The context contrasts two approaches, but does not dispute the cited paper's claims.
1705.10505	nucl-th/9502033	uses	high	The context describes [TARGET] as an earlier work using a specific approach, not as a disputed claim.
1705.10920	1007.1920	background	low	The context mentions the cited paper only as an exception to a general trend, but does not clearly assert a dispute with its claims.
1705.03567	1110.1203	contrasts	high	The citing paper states the master equation in the cited paper was not directly obtained from gauge theory, implying a deficiency.
1705.03567	1705.03365	contrasts	high	The citing paper claims the cited paper's formalism lacks a clear way to incorporate dissipative effects, a limitation.
1705.03567	1312.3246	contrasts	high	The citing paper asserts the cited paper's approach cannot incorporate dissipative effects, a conceptual limitation.
1705.03567	1302.6195	contrasts	high	The citing paper states the cited paper's formalism has no clear way to include dissipation, a deficiency.
1705.10210	1401.1647	uses	high	The citing paper cites [TARGET] as an example of the LLL approximation, not as a dispute.
1705.10210	1305.4510	uses	high	The citing paper cites [TARGET] as an example of the LLL approximation, not as a dispute.
1705.10128	1502.02400	contrasts	high	The citing paper states the strict NLO BK equation is unstable, directly contradicting the cited paper's solution.
1705.04523	1610.06436	contrasts	low	recheck response unparseable, original label kept
1705.04523	1610.10049	contrasts	low	recheck response unparseable, original label kept
1705.04523	1610.06001	contrasts	low	recheck response unparseable, original label kept
1705.09097	nucl-th/0205074	uses	high	The citing paper references the cited paper as evidence for higher-shell mixing, not as a dispute.
1705.09097	0704.1108	uses	high	The citing paper references the cited paper as evidence for higher-shell mixing, not as a dispute.
1705.02524	nucl-th/9804034	uses	high	The citing paper cites [TARGET] as evidence of the UV divergence problem in Weinberg's scheme, not as a dispute.
1705.02524	nucl-th/9808038	uses	high	The citing paper cites [TARGET] as evidence of non-convergence in KSW counting, not as a dispute with [TARGET] itself.
1705.02524	nucl-th/9908055	uses	high	The citing paper cites [TARGET] as evidence of non-convergence in KSW counting, not as a dispute with [TARGET] itself.
1705.02524	nucl-th/9911001	uses	high	The citing paper cites [TARGET] as evidence of non-convergence in KSW counting, not as a dispute with [TARGET] itself.
1705.02524	nucl-th/9806028	uses	high	The citing paper cites [TARGET] as evidence of non-convergence in KSW counting, not as a dispute with [TARGET] itself.
1705.02524	nucl-th/9805008	uses	high	The citing paper cites [TARGET] as evidence of non-convergence in KSW counting, not as a dispute with [TARGET] itself.
1705.09239	1703.07210	contrasts	low	recheck response unparseable, original label kept
1705.04558	1512.05186	uses	high	The citing paper uses the cited paper as support for the claim that charm quarks may be thermalized in a few fm/c, not disputing it.
1705.04558	1005.1245	uses	high	The citing paper uses the cited paper as support for the claim that charm quarks may be thermalized in a few fm/c, not disputing it.
1705.04558	1103.6279	uses	high	The citing paper uses the cited paper as evidence for realistic dynamical evolutions of heavy quarks, not disputing its claims.
1705.10191	1610.10055	background	low	Context mentions previous work but does not assert a dispute with the cited paper.
1705.10191	1204.1473	background	low	Context mentions previous work but does not assert a dispute with the cited paper.
1705.10191	1204.2624	background	low	Context notes a limitation in previous work but does not directly dispute the cited paper's claims.
1705.10191	1611.05056	background	low	Context mentions previous work but does not assert a dispute with the cited paper.
1705.07548	1109.3005	background	low	Context is truncated and does not clearly establish a dispute with the cited paper.
1705.07548	hep-ph/0609014	uses	high	The citing paper uses the cited paper's argument as a reference point, explicitly stating their finding does not contradict it.
1705.07548	hep-ph/0611004	uses	high	The citing paper uses the cited paper's argument as a reference point, explicitly stating their finding does not contradict it.
1705.05409	1311.0571	uses	high	The citing paper notes the cited paper's good predictions of binding energies, but uses this as evidence of limited selectivity, not as a dispute.
1705.05409	1308.0513	uses	high	Same context as item 1, citing the paper's binding energy predictions as support for the limited selectivity argument.
1705.05409	1303.4136	uses	high	Same context, the cited paper is used as an example of binding energy predictions, not disputed.
1705.05409	1305.1425	uses	high	Same context, the cited paper is used as an example of binding energy predictions, not disputed.
1705.05409	1304.7866	uses	high	Same context, the cited paper is used as an example of binding energy predictions, not disputed.
1705.05409	1311.6704	uses	high	Same context, the cited paper is used as an example of binding energy predictions, not disputed.
1705.08856	1311.5463	contrasts	high	The citing paper asserts that expectations of parton energy loss in light-heavy systems, which were guided by comparing with apparent suppression in peripheral AA, should be revisited, directly challenging the cited paper's claims.
1705.08856	1408.2549	uses	medium	The citing paper notes that the standard Glauber MC lacks an impact parameter dependent profile, using it as a tool to contrast with other models, not disputing its claims.
1705.08856	1601.03070	contrasts	high	The citing paper states that expectations of parton energy loss in light-heavy systems, which were guided by comparing with apparent suppression in peripheral AA, should be revisited, directly challenging the cited paper's conclusions.
1705.11158	1610.09095	background	low	No citation context extracted, cannot establish dispute.
1706.05937	1405.3605	uses	high	The citing paper uses [TARGET] to support the claim that without geometric fluctuations data would be underestimated, not to dispute it.
1706.00832	1612.05271	uses	high	The citing paper mentions [TARGET] as an alternative approach but does not dispute its claims; it uses it as a basis for their event generator.
1706.01295	1706.00265	compares	medium	The citing paper notes a similar renormalization prescription in the cited paper, not a dispute.
1706.01295	1404.6860	contrasts	high	The citing paper states the cited paper's regularization scheme differs from the lattice discretization, implying a mismatch.
1706.05853	1403.7804	background	low	The context only mentions the cited paper as background for the origin of hadron mass, with no dispute or comparison.
1706.02688	1504.04386	background	low	The context mentions lack of consensus on the Roper resonance but does not specify that the cited paper's claims are wrong or in tension.
1706.06550	1607.06371	contrasts	medium	The citing paper mentions that Iritani et al. questioned the extraction method, implying a dispute over the validity of the cited paper's approach.
1706.07300	1406.4158	compares	medium	The context contrasts the methods (Lüscher vs HAL QCD) but does not dispute the cited paper's claims.
1706.03563	1111.2849	contrasts	high	The citing paper states that [TARGET]'s approach underestimates fragment distributions, implying a limitation or disagreement with its results.
1705.08220	1304.2841	uses	high	The citing paper presents the cited paper's proposal as an alternative explanation, not as a dispute.
1705.08220	1302.5873	uses	high	The citing paper presents the cited paper's proposal as an alternative explanation, not as a dispute.
1705.08220	1310.4427	uses	high	The citing paper presents the cited paper's proposal as an alternative explanation, not as a dispute.
1705.08220	1308.6476	uses	high	The citing paper presents the cited paper's proposal as an alternative explanation, not as a dispute.
1705.08220	1304.0289	uses	high	The citing paper presents the cited paper's proposal as an alternative explanation, not as a dispute.
1705.08220	1312.2290	uses	high	The citing paper presents the cited paper's proposal as an alternative explanation, not as a dispute.
1705.08220	1309.5555	uses	high	The citing paper presents the cited paper's proposal as an alternative explanation, not as a dispute.
1705.08220	1311.7078	uses	high	The citing paper presents the cited paper's proposal as an alternative explanation, not as a dispute.
1705.08220	1306.1306	uses	high	The citing paper presents the cited paper's proposal as an alternative explanation, not as a dispute.
1705.08220	1310.3701	uses	high	The citing paper presents the cited paper's proposal as an alternative explanation, not as a dispute.
1705.08220	1301.4902	uses	high	The citing paper presents the cited paper's proposal as an alternative explanation, not as a dispute.
1705.08220	1304.5638	uses	high	The citing paper presents the cited paper's proposal as an alternative explanation, not as a dispute.
1705.08220	1311.0171	uses	high	The citing paper presents the cited paper's proposal as an alternative explanation, not as a dispute.
1706.04653	1106.4147	contrasts	high	The citing paper explicitly states its result differs from the Roy equation approach in the cited paper regarding the sigma meson's contribution to pion polarizability.
1706.01272	astro-ph/0508104	compares	medium	The citing paper notes similarity to Gusakov and Haensel's equations but states a difference in the meaning of functions, not a dispute.
1706.01272	1206.6580	compares	medium	Same context as above, noting similarity and difference in function meaning, not a contradiction.
1706.01272	0904.3467	compares	medium	Same context as above, noting similarity and difference in function meaning, not a contradiction.
1707.01014	1602.00230	background	low	The context describes Martini's findings but does not explicitly state a dispute with the cited paper's own claims.
1707.00060	nucl-th/9611027	background	low	The context mentions unsettled question and contradictory models, but does not explicitly state that [TARGET]'s claims are wrong or corrected.
1706.06047	1111.0647	contrasts	low	recheck response unparseable, original label kept
1706.06494	nucl-th/0408043	background	low	Context mentions a drawback of the citing method, not a dispute with the cited paper's claims.
1706.03127	1701.05123	contrasts	low	recheck response unparseable, original label kept
1706.03127	1512.05625	contrasts	low	recheck response unparseable, original label kept
1706.05231	1506.02817	background	low	Context only mentions the cited paper's argument without any dispute or comparison.
1706.05231	1503.07425	background	low	Context only mentions the cited paper's argument without any dispute or comparison.
1707.02307	1512.06949	uses	high	The citing paper references the cited paper as a previous study that used participant nucleons for defining event geometry, not as a dispute.
1707.01180	1506.01123	uses	high	The citing paper cites [TARGET] as a note that dynamical contributions are missing, not as a dispute.
